,BirthYear,HasSibling,Age,Sex,SingleorDoubleParent,EMP_HOURS_17,EMP_HOURS_18,EMP_HOURS_19,EMP_HOURS_20,EMP_HOURS_21,EMP_HOURS_22,EMP_HOURS_23,EMP_HOURS_24,EMP_HOURS_25,EMP_HOURS_26,EMP_HOURS_27,EMP_HOURS_28,EMP_HOURS_29,EMP_HOURS_30,EMP_HOURS_31,EMP_HOURS_32,EMP_HOURS_33,EMP_HOURS_34,EMP_HOURS_35,EducationStat_17,EducationStat_18,EducationStat_19,EducationStat_20,EducationStat_21,EducationStat_22,EducationStat_23,EducationStat_24,EducationStat_25,EducationStat_26,EducationStat_27,EducationStat_28,EducationStat_29,EducationStat_30,EducationStat_31,EducationStat_32,EducationStat_33,EducationStat_34,EducationStat_35,FinalRelationshipStat_17,FinalRelationshipStat_18,FinalRelationshipStat_19,FinalRelationshipStat_20,FinalRelationshipStat_21,FinalRelationshipStat_22,FinalRelationshipStat_23,FinalRelationshipStat_24,FinalRelationshipStat_25,FinalRelationshipStat_26,FinalRelationshipStat_27,FinalRelationshipStat_28,FinalRelationshipStat_29,FinalRelationshipStat_30,FinalRelationshipStat_31,FinalRelationshipStat_32,FinalRelationshipStat_33,FinalRelationshipStat_34,FinalRelationshipStat_35
6645,1982,1,15,0,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6,8,8,8
6647,1981,0,16,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,9,4,9,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
6648,1981,1,16,0,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7
6651,1984,0,13,1,1,1,0,0,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,8,9,9,9,9,9,9,4,9,4,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6652,1981,0,16,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6654,1981,0,16,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,9,9,4,4,4,4,4,9,9,9,9,9,9,10,10,10,0,0,0,3,3,3,4,4,4,2,2,6,6,6,6,6,6,6,6
6656,1981,1,16,0,1,0,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,10,10,10,6,6,6,6,6,0,2,2,2,2,6,6,6,6,6,6,6,6,6,6,8,8,8,8
6659,1982,1,15,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,9,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
6661,1982,1,15,0,1,0,0,0,0,1,2,2,0,2,2,0,2,2,2,0,1,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2
6662,1980,0,17,1,1,0,0,2,0,0,1,0,2,2,2,2,0,0,0,0,0,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
6663,1983,0,14,0,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,6,11,11,7,7,7,7,7,7,7,7,7,7,7,0,1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5
6664,1980,0,17,0,1,0,0,0,2,1,1,2,0,1,2,2,2,2,2,2,2,2,2,2,8,8,1,2,4,9,9,10,10,4,4,4,4,4,4,4,4,4,4,0,0,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4
6667,1980,1,17,1,0,1,1,0,1,0,0,0,2,2,1,2,0,0,0,2,2,2,0,2,8,8,9,4,4,9,4,4,4,10,10,4,4,4,4,4,4,4,4,0,0,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4
6669,1983,1,14,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,3,3,3,3,9,9,4,9,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6670,1981,0,16,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,4,4,4
6671,1980,0,17,1,1,0,2,0,0,0,0,1,0,2,2,1,0,0,1,2,2,2,2,2,8,3,9,4,9,9,9,5,5,9,9,9,9,5,5,5,5,5,5,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6
6672,1983,0,14,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6
6674,1980,1,17,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,4,4,4,10,10,6,6,6,6,6,6,6,6,6,6,6,0,1,2,2,2,2,2,2,4,4,4,4,4,4,4,6,6,6,6
6676,1984,0,13,0,0,0,0,2,2,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,8,8,3,3,3,3,9,4,4,4,4,9,9,5,5,5,5,9,5,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2
6685,1982,0,15,1,1,2,0,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,8,9,9,4,4,9,5,10,6,11,11,11,11,7,7,7,7,7,7,2,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6
6686,1981,1,16,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6693,1980,0,17,1,1,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,0,5,6,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6
6694,1981,0,16,0,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2
6696,1981,0,16,0,0,0,1,1,2,2,0,2,2,2,2,2,0,0,0,1,2,2,2,1,8,8,9,4,4,9,5,5,5,5,9,10,5,5,5,9,9,9,5,1,1,1,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7
6703,1984,1,13,0,0,2,0,2,0,2,2,0,2,1,0,2,0,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6706,1980,1,17,1,1,0,1,0,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6
6707,1981,1,16,0,1,0,2,1,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6708,1984,0,13,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2
6709,1984,0,13,1,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,1,2,1,1,8,3,9,9,5,10,10,10,10,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3
6711,1984,1,13,0,1,1,1,0,1,0,0,2,2,0,0,2,1,1,0,2,2,2,2,2,8,8,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
6714,1981,1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
6723,1981,1,16,0,1,1,0,0,0,2,2,2,2,2,0,2,2,2,2,0,2,1,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6725,1984,0,13,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,2,2,2,2,2,2,8,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6727,1982,1,15,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,8,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,8,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,6
6731,1980,1,17,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6732,1984,1,13,1,0,0,0,2,2,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,9,4,4,9,9,4,9,9,9,4,4,4,4,4,4,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8
6736,1984,0,13,1,0,1,1,1,1,1,1,1,2,2,2,1,0,0,0,1,1,2,2,2,8,8,3,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
6738,1980,1,17,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6739,1981,1,16,1,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,8,9,9,9,4,4,9,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4
6744,1984,0,13,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8
6745,1980,1,17,1,1,0,0,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,8,8,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,2,2,4,4,2,2,8,8,8,8,8,8,8,6,6,6
6746,1983,1,14,0,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6
6747,1984,1,13,0,1,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,6,6,8,8,8,8,8,8,8,8,8
6748,1980,1,17,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,9,10,10,4,4,10,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6756,1983,1,14,1,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6760,1981,1,16,1,1,0,1,1,0,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,8,8,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6
6761,1984,1,13,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,10,10,4,10,4,10,10,10,10,6,6,6,6,6,11,11,0,0,1,1,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6
6762,1980,0,17,0,0,0,2,2,2,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6
6763,1984,0,13,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
6765,1982,1,15,1,0,1,0,2,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,8,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6
6767,1981,1,16,1,0,0,0,0,0,0,0,2,2,0,2,0,0,2,1,1,0,2,0,2,8,8,8,3,3,3,3,3,3,9,4,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
6773,1981,0,16,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,8,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,1,3,3,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6
6775,1984,0,13,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6777,1982,0,15,0,0,1,2,1,0,2,2,0,0,0,2,2,2,1,1,1,1,2,2,2,8,10,10,10,10,5,10,5,5,5,5,5,5,11,11,11,11,11,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6782,1981,1,16,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,4,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
6783,1984,1,13,0,1,1,0,1,2,2,2,2,0,2,2,2,0,0,0,0,0,0,2,2,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
6787,1980,0,17,1,0,0,2,0,2,1,2,2,2,0,2,2,2,2,2,0,0,0,2,2,8,8,1,2,9,4,4,4,4,4,4,9,9,10,10,10,10,6,6,1,2,2,2,2,2,2,4,4,6,6,6,6,6,6,6,6,6,6
6789,1980,1,17,1,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8
6792,1984,1,13,1,1,0,2,2,2,2,2,2,0,0,0,1,0,1,1,1,1,1,1,1,3,9,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,6,8,8,8,8,8,8,8,8,8
6794,1981,1,16,1,1,0,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,8,9,4,4,4,4,4,4,10,10,10,10,11,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,6,6,6,6
6795,1982,1,15,0,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,8
6800,1982,1,15,1,1,0,0,2,2,2,2,0,2,2,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2
6801,1984,1,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6803,1981,1,16,0,1,1,2,2,2,2,0,2,2,2,1,1,1,1,2,1,2,2,2,2,8,9,9,9,4,9,5,5,5,9,9,9,9,9,10,10,6,10,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6805,1983,0,14,0,1,0,1,0,2,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6808,1983,1,14,1,0,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,8,8,3,9,4,9,9,9,10,10,9,9,5,11,11,11,11,7,7,1,1,1,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5
6809,1982,1,15,0,1,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4
6814,1983,0,14,1,1,2,0,0,2,2,2,2,0,0,0,2,2,2,0,2,0,0,0,0,8,4,4,4,4,4,4,10,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,6,6,8,8,8,8,8,8,8,6,6,6,6,8
6815,1982,0,15,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,8,10,10,9,4,4,4,4,4,4,4,4,11,11,7,7,7,7,0,1,2,2,2,2,2,2,2,6,8,8,8,8,8,8,8,8,8
6816,1982,0,15,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6821,1984,1,13,1,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,8,3,9,9,9,4,10,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,2,2,2,2,4,2,4,4,4,4,2,2
6829,1984,0,13,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,10,10,10,4,4,10,5,5,5,5,5,5,5,10,10,1,3,1,2,2,6,6,6,6,6,6,8,6,6,6,6,6,6,6
6830,1982,1,15,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,3,3,9,4,4,4,4,4,4,9,9,9,9,5,5,5,0,0,0,0,0,0,0,2,4,6,6,6,6,6,6,6,6,6,6
6831,1984,1,13,1,0,1,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,8,9,9,9,9,9,4,4,4,9,9,9,9,9,5,5,5,5,5,2,2,2,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6838,1982,1,15,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,9,4,4,4,4,4,4,10,10,4,4,4,4,4,4,4,4,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6839,1984,1,13,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,9,4,9,10,10,6,11,11,11,11,7,7,7,7,7,7,0,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
6840,1981,0,16,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,8,9,9,9,9,9,9,5,9,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,1984,0,13,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,0,8,8,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1
6842,1981,0,16,0,0,0,0,0,0,1,2,2,0,2,2,1,2,1,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6848,1980,1,17,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,9,4,4,4,4,4,4,10,4,4,4,4,4,4,4,4,0,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5
6850,1984,1,13,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6851,1982,0,15,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6853,1981,1,16,1,0,1,2,2,2,2,2,2,2,1,1,0,0,0,0,2,2,2,2,2,8,9,4,9,9,9,9,5,10,10,11,11,11,11,7,7,7,7,7,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6860,1982,1,15,1,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2
6861,1983,1,14,1,0,0,0,0,1,0,2,2,2,2,0,0,0,0,2,2,0,2,2,2,1,3,10,4,4,4,4,4,9,9,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2
6868,1984,1,13,1,0,1,0,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,0,8,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,4,4,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6
6869,1983,0,14,1,0,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
6870,1983,0,14,1,0,0,2,2,1,0,2,0,1,2,2,0,0,0,0,2,2,2,2,0,8,8,3,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6872,1980,1,17,1,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
6874,1980,1,17,1,0,0,0,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,8,8,9,9,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6875,1981,1,16,1,0,0,0,0,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4
6877,1984,1,13,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,8,8,3,3,9,9,9,5,10,10,10,6,6,6,6,6,9,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
6879,1980,0,17,1,0,0,2,2,2,0,0,2,2,2,1,1,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,4,4,4,2,2,2,2,2,2,2,2
6880,1980,0,17,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1
6883,1981,1,16,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,2,2,2,2,1,0,8,8,10,10,4,4,4,4,4,4,4,9,9,5,5,5,5,5,5,1,2,2,2,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8
6885,1984,0,13,1,0,0,0,1,2,0,0,2,2,1,1,1,2,0,2,2,2,0,0,0,8,8,8,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6889,1980,0,17,0,0,0,0,0,0,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,4,4,4,4,4,4,6,6
6890,1983,0,14,0,0,0,0,1,2,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,8,3,4,4,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6892,1983,0,14,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6897,1981,1,16,0,0,0,0,0,1,1,1,1,0,2,2,2,0,0,2,0,2,1,1,0,1,1,8,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6900,1980,1,17,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,2,2,0,8,8,3,3,9,9,9,9,9,9,9,9,9,4,4,9,9,9,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2
6903,1983,0,14,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,1,1,1,1,2,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6904,1982,1,15,1,0,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6907,1981,1,16,0,0,0,1,1,1,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,4
